title,source_url,local_path,extraction_method
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,data\processed_text\Osteocyte apoptosis caused by hindlimb unloading i.txt,HTML_EXTRACTION
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,data\processed_text\Differential Single Cell Responses of Embryonic St.txt,HTML_EXTRACTION
Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,data\processed_text\Macrophages inhibit Aspergillus fumigatus germinat.txt,HTML_EXTRACTION
Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,data\processed_text\Contributions of spore secondary metabolites to UV.txt,HTML_EXTRACTION
Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,data\processed_text\Regulation of hemocytes in Drosophila requires dap.txt,HTML_EXTRACTION
A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,data\processed_text\A novel phototropic response to red light is revea.txt,HTML_EXTRACTION
Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,data\processed_text\Plant cell proliferation and growth are altered by.txt,HTML_EXTRACTION
Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,data\processed_text\Phototropism of Arabidopsis thaliana in microgravi.txt,HTML_EXTRACTION
Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,data\processed_text\Light and gravity signals synergize in modulating .txt,HTML_EXTRACTION
A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,data\processed_text\A novel bluelight phototropic response is revealed.txt,HTML_EXTRACTION
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,data\processed_text\Comparative transcriptomics indicate changes in ce.txt,HTML_EXTRACTION
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,data\processed_text\RNAseq analysis of the response of Arabidopsis tha.txt,HTML_EXTRACTION
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,data\processed_text\Comparison of Microgravity Analogs to Spaceflight .txt,HTML_EXTRACTION
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,data\processed_text\The importance of Earth reference controls in spac.txt,HTML_EXTRACTION
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,data\processed_text\Conducting plant experiments in space and on the M.txt,HTML_EXTRACTION
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,data\processed_text\Red light enhances plant adaptation to spaceflight.txt,HTML_EXTRACTION
EUK-134 ameliorates nNOS¬µ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,data\processed_text\EUK134 ameliorates nNOSµ translocation and skeleta.txt,HTML_EXTRACTION
MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,data\processed_text\MnSOD Overexpression Reduces Fibrosis and ProApopt.txt,HTML_EXTRACTION
Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,data\processed_text\Lifelong wheel running exercise and mild caloric r.txt,HTML_EXTRACTION
Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,data\processed_text\Agerelated alterations in the sarcolemmal environm.txt,HTML_EXTRACTION
"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,data\processed_text\The impact of SRT2104 on skeletal muscle mitochond.txt,HTML_EXTRACTION
Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,data\processed_text\Bioreactor development for skeletal muscle hypertr.txt,HTML_EXTRACTION
Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,data\processed_text\Genomic and phenotypic characterization of Burkhol.txt,HTML_EXTRACTION
CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,data\processed_text\CAMDLES CFDDEM Simulation of Microbial Communities.txt,HTML_EXTRACTION
Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,data\processed_text\Hardware validation of the Advanced Plant Habitat .txt,HTML_EXTRACTION
Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,data\processed_text\Trimeric structure of pinoresinolforming dirigent .txt,HTML_EXTRACTION
New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,data\processed_text\New insights into lignification via network and mu.txt,HTML_EXTRACTION
Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,data\processed_text\Functional consequences of radiationinduced oxidat.txt,HTML_EXTRACTION
Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,data\processed_text\Exploration of space to achieve scientific breakth.txt,HTML_EXTRACTION
Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,data\processed_text\Network Analysis of Gene Transcriptions of Arabido.txt,HTML_EXTRACTION
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,data\processed_text\Detection of Genes in Arabidopsis thaliana L Respo.txt,HTML_EXTRACTION
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,data\processed_text\The Effect of spaceflight on mouse olfactory bulb .txt,HTML_EXTRACTION
"Effects of low-dose rate Œ≥-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,data\processed_text\Effects of lowdose rate Œirradiation combined with.txt,HTML_EXTRACTION
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,data\processed_text\Characterization of mouse ocular response to a 35d.txt,HTML_EXTRACTION
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,data\processed_text\Mice Exposed to Combined Chronic LowDose Irradiati.txt,HTML_EXTRACTION
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,data\processed_text\Spaceflight influences gene expression photorecept.txt,HTML_EXTRACTION
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,data\processed_text\Evaluating ocular response in the retina and optic.txt,HTML_EXTRACTION
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,data\processed_text\Characterization of gene expression profiles in th.txt,HTML_EXTRACTION
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,data\processed_text\A multiomics longitudinal study of the murine reti.txt,HTML_EXTRACTION
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,data\processed_text\Evidence of spaceflightinduced adverse effects on .txt,HTML_EXTRACTION
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,data\processed_text\Effects of spaceflight on the brain.txt,HTML_EXTRACTION
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,data\processed_text\Routine omics collection is a golden opportunity f.txt,HTML_EXTRACTION
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,data\processed_text\Spatial omics technologies at multimodal and singl.txt,HTML_EXTRACTION
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,data\processed_text\Genomic characterization and radiation tolerance o.txt,HTML_EXTRACTION
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,data\processed_text\Genome and clonal hematopoiesis stability contrast.txt,HTML_EXTRACTION
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,data\processed_text\Inspiration4 data access through the NASA Open Sci.txt,HTML_EXTRACTION
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,data\processed_text\Molecular and physiologic changes in the SpaceX In.txt,HTML_EXTRACTION
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,data\processed_text\Telomeric RNA TERRA increases in response to space.txt,HTML_EXTRACTION
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,data\processed_text\Spatial multiomics of human skin reveals KRAS and .txt,HTML_EXTRACTION
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,data\processed_text\Longitudinal multiomics analysis of host microbiom.txt,HTML_EXTRACTION
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,data\processed_text\Spatiotemporal expression and control of haemoglob.txt,HTML_EXTRACTION
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,data\processed_text\Singlecell multiome and immune profiles of the Ins.txt,HTML_EXTRACTION
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,data\processed_text\Singlecell analysis identifies conserved features .txt,HTML_EXTRACTION
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,data\processed_text\The Space Omics and Medical Atlas SOMA and interna.txt,HTML_EXTRACTION
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,data\processed_text\Secretome profiling reveals acute changes in oxida.txt,HTML_EXTRACTION
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,data\processed_text\Transcriptomics analysis reveals molecular alterat.txt,HTML_EXTRACTION
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,data\processed_text\Cosmic kidney disease an integrated panomic physio.txt,HTML_EXTRACTION
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,data\processed_text\Spaceflight induces changes in gene expression pro.txt,HTML_EXTRACTION
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,data\processed_text\Protective alleles and precision healthcare in cre.txt,HTML_EXTRACTION
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,data\processed_text\To boldly go where no microRNAs have gone before S.txt,HTML_EXTRACTION
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,data\processed_text\Growth chambers on the International Space Station.txt,HTML_EXTRACTION
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,data\processed_text\Microbiological and nutritional analysis of lettuc.txt,HTML_EXTRACTION
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,data\processed_text\Natural variation in the expression of ORGANIC CAT.txt,HTML_EXTRACTION
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,data\processed_text\Auxin Shape matters.txt,HTML_EXTRACTION
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,data\processed_text\Gravity signaling in flowering plant roots.txt,HTML_EXTRACTION
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,data\processed_text\Cadaverine regulates biotin synthesis to modulate .txt,HTML_EXTRACTION
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,data\processed_text\Lowspeed clinorotation of Brachypodium distachyon .txt,HTML_EXTRACTION
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,data\processed_text\New device for highthroughput viability screening .txt,HTML_EXTRACTION
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,data\processed_text\Sigma Sdependent antioxidant defense protects stat.txt,HTML_EXTRACTION
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,data\processed_text\Plasma membrane disruption PMD formation and repai.txt,HTML_EXTRACTION
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,data\processed_text\Microgravity alters the expression of salivary pro.txt,HTML_EXTRACTION
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,data\processed_text\Salivary Gland Protein Expression after BionM1 and.txt,HTML_EXTRACTION
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,data\processed_text\Response of the mouse sublingual gland to spacefli.txt,HTML_EXTRACTION
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,data\processed_text\Effects of spaceflight on the mouse submandibular .txt,HTML_EXTRACTION
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,data\processed_text\Reactivation of Latent EpsteinBarr Virus A Compari.txt,HTML_EXTRACTION
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,data\processed_text\The influence of spaceflight on the astronaut sali.txt,HTML_EXTRACTION
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,data\processed_text\The cyclic nucleotidegated channel CNGC14 regulate.txt,HTML_EXTRACTION
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,data\processed_text\Telomere length assessments of muscle stem cells i.txt,HTML_EXTRACTION
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,data\processed_text\Persistent NFŒB activation in muscle stem cells in.txt,HTML_EXTRACTION
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,data\processed_text\Piezo1 regulates the regenerative capacity of skel.txt,HTML_EXTRACTION
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,data\processed_text\Impacts of radiation exposure hindlimb unloading a.txt,HTML_EXTRACTION
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,data\processed_text\Ethyleneinduced flavonol accumulation in guard cel.txt,HTML_EXTRACTION
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,data\processed_text\Transcriptional and Hormonal Regulation of Gravitr.txt,HTML_EXTRACTION
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,data\processed_text\Endosidin2 targets conserved exocyst complex subun.txt,HTML_EXTRACTION
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,data\processed_text\A conditional mutation in SCD1 reveals linkage bet.txt,HTML_EXTRACTION
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,data\processed_text\A comprehensive SARSCoV2 and COVID19 review Part 1.txt,HTML_EXTRACTION
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,data\processed_text\Changes in nuclear shape and gene expression in re.txt,HTML_EXTRACTION
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,data\processed_text\Growth of Carnobacterium spp from permafrost under.txt,HTML_EXTRACTION
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,data\processed_text\Complete Genome Sequence of Carnobacterium gilichi.txt,HTML_EXTRACTION
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,data\processed_text\Exposure of Bacillus subtilis to low pressure 5 ki.txt,HTML_EXTRACTION
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,data\processed_text\Resistance of Bacillus subtilis Spore DNA to Letha.txt,HTML_EXTRACTION
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,data\processed_text\Cultivation of Staphylococcus epidermidis in the h.txt,HTML_EXTRACTION
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,data\processed_text\Experimental Evolution of Bacillus subtilis.txt,HTML_EXTRACTION
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,data\processed_text\Cultivation in space flight produces minimal alter.txt,HTML_EXTRACTION
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,data\processed_text\Alterations in the Spectrum of Spontaneous Rifampi.txt,HTML_EXTRACTION
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,data\processed_text\Mechanotransduction in Prokaryotes A Possible Mech.txt,HTML_EXTRACTION
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,data\processed_text\Environmental dependence of competitive fitness in.txt,HTML_EXTRACTION
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,data\processed_text\Organotypic 3D cell culture models using the rotat.txt,HTML_EXTRACTION
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,data\processed_text\Induction of attachmentindependent biofilm formati.txt,HTML_EXTRACTION
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,data\processed_text\Characterization of the Salmonella enterica serova.txt,HTML_EXTRACTION
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,data\processed_text\Evaluation of microorganisms cultured from injured.txt,HTML_EXTRACTION
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,data\processed_text\Transcriptional and proteomic responses of Pseudom.txt,HTML_EXTRACTION
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,data\processed_text\New insights into the bacterial fitnessassociated .txt,HTML_EXTRACTION
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,data\processed_text\Lack of norovirus replication and histoblood group.txt,HTML_EXTRACTION
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,data\processed_text\Conservation of the lowshear modeled microgravity .txt,HTML_EXTRACTION
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,data\processed_text\Mimicking the host and its microenvironment in vit.txt,HTML_EXTRACTION
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,data\processed_text\Effects of Sex and Gender on Adaptation to Space I.txt,HTML_EXTRACTION
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,data\processed_text\Recellularization of decellularized lung scaffolds.txt,HTML_EXTRACTION
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,data\processed_text\Threedimensional organotypic coculture model of in.txt,HTML_EXTRACTION
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,data\processed_text\Modeling HostPathogen Interactions in the Context .txt,HTML_EXTRACTION
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,data\processed_text\Evaluating the effect of spaceflight on the hostÄì.txt,HTML_EXTRACTION
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,data\processed_text\Spaceflight enhances cell aggregation and random b.txt,HTML_EXTRACTION
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,data\processed_text\Growth and antifungal resistance of the pathogenic.txt,HTML_EXTRACTION
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,data\processed_text\NASA GeneLab RNASeq Consensus Pipeline Standardize.txt,HTML_EXTRACTION
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,data\processed_text\Challenges and considerations for singlecell and s.txt,HTML_EXTRACTION
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,data\processed_text\Direct RNA sequencing of astronaut blood reveals s.txt,HTML_EXTRACTION
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,data\processed_text\Collection of biospecimens from the inspiration4 m.txt,HTML_EXTRACTION
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,data\processed_text\Microfluidicsenabled method to identify modes of C.txt,HTML_EXTRACTION
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,data\processed_text\Multiparameter behavioral analyses provide insight.txt,HTML_EXTRACTION
